Date,Open,High,Low,Close,Adj Close,Volume
2011-01-11,127.940002,128.229996,127.430000,127.919998,100.252502,3252000
2011-01-12,128.699997,129.199997,128.460007,129.089996,101.169434,3447200
2011-01-13,129.070007,129.169998,128.539993,128.910004,101.028366,3428600
2011-01-14,128.649994,129.820007,128.589996,129.710007,101.655342,2192700
2011-01-18,129.639999,130.110001,129.520004,130.039993,101.913979,6225200
2011-01-19,129.889999,129.979996,128.389999,128.729996,100.887306,4819300
2011-01-20,128.449997,128.860001,127.629997,128.570007,100.761917,3405300
2011-01-21,129.360001,129.649994,128.720001,128.850006,100.981354,2188800
2011-01-24,128.759995,129.740005,128.759995,129.610001,101.576965,3211900
2011-01-25,129.250000,129.800003,128.600006,129.589996,101.561302,6585300
2011-01-26,129.949997,130.550003,129.710007,130.210007,102.047180,2919000
2011-01-27,130.220001,130.690002,129.970001,130.520004,102.290154,3347000
2011-01-28,130.649994,130.830002,128.000000,128.139999,100.424896,5051900
2011-01-31,128.559998,129.270004,128.240005,129.149994,101.216484,3921100
2011-02-01,129.940002,131.460007,129.889999,131.240005,102.854385,3190700
2011-02-02,130.899994,131.320007,130.809998,130.979996,102.650650,2697100
2011-02-03,130.740005,131.460007,130.059998,131.250000,102.862282,2514900
2011-02-04,131.330002,131.690002,130.720001,131.630005,103.160049,2183100
2011-02-07,131.949997,132.889999,131.940002,132.460007,103.810570,1884900
2011-02-08,132.570007,133.139999,132.240005,133.100006,104.312141,2618400
2011-02-09,132.639999,133.119995,132.110001,132.759995,104.045647,2783400
2011-02-10,132.089996,132.940002,131.800003,132.820007,104.092697,2108000
2011-02-11,132.320007,133.779999,132.259995,133.600006,104.703972,2371800
2011-02-14,133.550003,134.020004,133.389999,133.910004,104.946938,1477800
2011-02-15,133.520004,133.839996,133.160004,133.500000,104.625587,2257500
2011-02-16,133.979996,134.509995,133.690002,134.309998,105.260429,3856200
2011-02-17,133.960007,134.910004,133.839996,134.759995,105.613091,3321200
2011-02-18,134.869995,135.179993,134.550003,135.039993,105.832504,2188500
2011-02-22,133.610001,134.350006,131.970001,132.350006,103.724358,3829300
2011-02-23,132.250000,132.550003,130.699997,131.520004,103.073853,4305900
2011-02-24,131.350006,131.919998,130.190002,131.440002,103.011169,3808400
2011-02-25,131.990005,132.910004,131.889999,132.779999,104.061356,2071100
2011-02-28,133.330002,133.800003,132.889999,133.619995,104.719627,3736500
2011-03-01,134.149994,134.210007,131.419998,131.440002,103.011169,3912400
2011-03-02,131.250000,132.300003,131.100006,131.649994,103.175705,2271900
2011-03-03,132.899994,134.110001,132.889999,133.919998,104.954773,2047900
2011-03-04,133.910004,133.960007,132.100006,132.960007,104.202408,2002700
2011-03-07,133.369995,133.649994,131.240005,131.960007,103.418694,2437700
2011-03-08,132.139999,133.490005,131.559998,133.039993,104.265106,2235600
2011-03-09,132.800003,133.270004,132.100006,132.869995,104.131905,1651600
2011-03-10,131.500000,131.520004,130.289993,130.440002,102.227448,3029100
2011-03-11,129.990005,131.779999,129.880005,131.419998,102.995499,4377700
2011-03-14,130.460007,130.940002,129.550003,130.539993,102.305817,3516700
2011-03-15,127.040001,129.809998,126.949997,129.089996,101.169434,4060200
2011-03-16,128.639999,129.020004,125.750000,126.669998,99.272842,5094600
2011-03-17,128.500000,128.830002,127.570000,128.270004,100.526794,5163400
2011-03-18,129.860001,129.919998,128.539993,128.779999,100.926483,2602500
2011-03-21,130.389999,131.039993,130.220001,130.770004,102.486069,3135100
2011-03-22,130.750000,130.910004,130.210007,130.309998,102.125565,2219100
2011-03-23,129.949997,131.039993,129.369995,130.669998,102.407707,1729900
2011-03-24,131.460007,132.130005,130.720001,131.940002,103.403030,2842600
2011-03-25,131.660004,132.309998,131.399994,131.729996,103.709267,2220900
2011-03-28,132.070007,132.360001,131.389999,131.440002,103.480980,1737100
2011-03-29,131.339996,132.330002,130.880005,132.330002,104.181656,2070200
2011-03-30,133.009995,133.600006,132.820007,133.199997,104.866600,3808600
2011-03-31,133.080002,133.419998,132.899994,133.009995,104.716988,2152200
2011-04-01,133.910004,134.220001,133.300003,133.610001,105.189377,3588700
2011-04-04,133.899994,134.119995,133.339996,133.800003,105.338966,2484000
2011-04-05,133.429993,134.270004,133.399994,133.649994,105.220886,5449900
2011-04-06,134.330002,134.429993,133.570007,134.089996,105.567299,3076600
2011-04-07,133.860001,134.389999,133.130005,133.779999,105.323189,2855500
2011-04-08,134.350006,134.460007,132.770004,133.300003,104.945305,3782700
2011-04-11,133.449997,133.889999,132.600006,132.910004,104.638283,3295600
2011-04-12,132.160004,132.419998,131.429993,131.889999,103.835236,2894200
2011-04-13,132.520004,132.619995,131.419998,131.880005,103.827377,2776200
2011-04-14,131.160004,132.199997,130.720001,131.990005,103.913979,3459600
2011-04-15,132.250000,132.809998,131.850006,132.559998,104.362701,3092900
2011-04-18,130.979996,131.259995,129.949997,131.000000,103.134605,2618600
2011-04-19,131.190002,131.789993,130.889999,131.720001,103.701408,2164800
2011-04-20,133.350006,133.850006,133.250000,133.619995,105.197243,2171000
2011-04-21,134.229996,134.279999,133.759995,134.210007,105.661751,3250300
2011-04-25,134.139999,134.320007,133.660004,134.110001,105.583015,1283900
2011-04-26,134.529999,135.509995,134.360001,135.229996,106.464775,3105800
2011-04-27,135.509995,136.330002,134.970001,136.100006,107.149734,2490900
2011-04-28,135.910004,136.750000,135.869995,136.570007,107.519768,3512600
2011-04-29,136.610001,137.029999,136.449997,136.940002,107.811028,5687300
2011-05-02,137.619995,137.639999,136.410004,136.729996,107.645737,2540300
2011-05-03,136.399994,136.660004,135.500000,136.190002,107.220604,4023400
2011-05-04,136.110001,136.179993,134.699997,135.279999,106.504143,4833300
2011-05-05,134.509995,135.410004,133.470001,134.130005,105.598770,3025300
2011-05-06,135.429993,136.080002,134.130005,134.610001,105.976677,3513300
2011-05-09,134.669998,135.570007,134.440002,135.179993,106.425415,1477300
2011-05-10,135.619995,136.570007,135.479996,136.339996,107.338692,2002900
2011-05-11,136.130005,136.149994,134.279999,134.929993,106.228584,2223300
2011-05-12,134.570007,135.800003,133.839996,135.520004,106.693100,2112400
2011-05-13,135.600006,135.770004,134.029999,134.500000,105.890038,1865300
2011-05-16,133.970001,135.059998,133.419998,133.639999,105.212975,1836500
2011-05-17,133.119995,133.789993,132.580002,133.610001,105.189377,8854200
2011-05-18,133.660004,134.940002,133.399994,134.830002,106.149879,2177600
2011-05-19,135.259995,135.490005,134.399994,135.089996,106.354561,2160900
2011-05-20,134.800003,134.960007,133.830002,134.089996,105.567299,2726700
2011-05-23,132.449997,132.919998,132.039993,132.470001,104.291878,2141500
2011-05-24,132.860001,133.169998,132.130005,132.419998,104.252533,3373300
2011-05-25,131.850006,133.380005,131.839996,132.809998,104.559547,2045600
2011-05-26,132.500000,133.679993,132.229996,133.460007,105.071289,2618600
2011-05-27,133.830002,134.309998,133.649994,134.000000,105.496414,3266700
2011-05-31,135.240005,135.360001,134.300003,135.309998,106.527748,4150900
2011-06-01,135.000000,135.050003,132.220001,132.330002,104.181656,4095400
2011-06-02,132.440002,132.679993,131.410004,132.160004,104.047821,3454700
2011-06-03,130.559998,131.860001,130.529999,130.880005,103.040108,3306300
2011-06-06,130.580002,130.789993,129.300003,129.500000,101.953651,2520200
2011-06-07,130.100006,130.490005,129.300003,129.380005,101.859154,2401700
2011-06-08,129.190002,129.600006,128.600006,128.850006,101.441917,3177300
2011-06-09,129.179993,130.350006,128.889999,129.820007,102.205582,1659300
2011-06-10,129.240005,129.339996,127.690002,128.039993,100.804199,2435200
2011-06-13,128.259995,128.649994,127.470001,128.139999,100.882896,1835500
2011-06-14,129.259995,130.190002,129.250000,129.750000,102.150452,1600500
2011-06-15,128.669998,129.059998,127.110001,127.449997,100.339676,3986300
2011-06-16,127.500000,128.389999,126.750000,127.680000,100.520775,3325900
2011-06-17,128.949997,128.970001,127.680000,128.089996,100.843552,2377000
2011-06-20,127.629997,129.020004,127.629997,128.789993,101.394676,1636400
2011-06-21,129.389999,130.759995,129.259995,130.500000,102.740913,3154300
2011-06-22,130.119995,130.860001,129.639999,129.710007,102.118942,3310300
2011-06-23,127.589996,128.820007,126.639999,128.750000,101.838158,5491400
2011-06-24,128.729996,128.820007,127.080002,127.290001,100.683342,4906600
2011-06-27,127.339996,128.880005,127.110001,128.360001,101.529694,3325900
2011-06-28,128.889999,130.070007,128.720001,130.029999,102.850632,3252800
2011-06-29,130.610001,131.369995,130.179993,131.220001,103.791847,3734000
2011-06-30,131.580002,132.630005,131.449997,132.419998,104.741051,3940200
2011-07-01,132.440002,134.550003,132.229996,134.350006,106.267616,4446100
2011-07-05,134.240005,134.550003,133.860001,134.300003,106.228088,3695200
2011-07-06,133.940002,134.600006,133.589996,134.419998,106.322998,3020500
2011-07-07,135.639999,136.169998,135.369995,135.899994,107.493591,3054900
2011-07-08,134.320007,134.899994,133.850006,134.850006,106.663109,3097200
2011-07-11,133.210007,133.630005,132.130005,132.490005,104.796410,4656300
2011-07-12,132.139999,133.240005,131.820007,131.860001,104.298096,2430900
2011-07-13,132.589996,133.669998,132.000000,132.330002,104.669868,2480300
2011-07-14,132.619995,133.229996,131.160004,131.410004,103.942192,2537000
2011-07-15,132.110001,132.309998,131.229996,132.160004,104.535400,3238400
2011-07-18,131.509995,131.720001,130.100006,131.020004,103.633690,2267100
2011-07-19,131.759995,133.339996,131.759995,133.210007,105.365891,2004600
2011-07-20,133.529999,133.619995,132.889999,133.139999,105.310524,2284100
2011-07-21,133.860001,135.279999,133.610001,134.960007,106.750107,3815700
2011-07-22,134.979996,135.190002,134.240005,135.050003,106.821312,1832600
2011-07-25,133.779999,134.949997,133.639999,134.339996,106.259727,2483200
2011-07-26,134.220001,134.419998,133.500000,133.800003,105.832596,2279700
2011-07-27,133.050003,133.080002,130.899994,131.080002,103.681122,3551400
2011-07-28,131.050003,132.220001,130.479996,130.679993,103.364731,3922800
2011-07-29,129.380005,131.000000,128.830002,129.809998,102.676590,4962800
2011-08-01,131.309998,131.460007,128.000000,129.199997,102.194077,5483200
2011-08-02,128.300003,128.949997,125.940002,125.989998,99.655045,6136400
2011-08-03,126.099998,126.730003,123.959999,126.650002,100.177094,6865000
2011-08-04,124.860001,125.029999,120.489998,120.669998,95.447052,9629400
2011-08-05,122.199997,122.500000,117.290001,120.430000,95.257233,15956400
2011-08-08,117.300003,118.739998,112.459999,112.629997,89.087639,17154500
2011-08-09,114.500000,118.430000,110.660004,118.430000,93.675285,12599000
2011-08-10,115.650002,116.660004,112.360001,112.599998,89.063911,14654300
2011-08-11,113.629997,119.309998,113.260002,117.779999,93.161156,11759500
2011-08-12,118.820000,119.610001,117.720001,118.580002,93.793930,5796900
2011-08-15,119.610001,121.150002,119.419998,121.029999,95.731842,4020200
2011-08-16,119.940002,121.099998,118.730003,120.010002,94.925018,5599600
2011-08-17,120.650002,121.620003,119.139999,120.129997,95.019951,3128800
2011-08-18,116.940002,117.050003,113.800003,114.849998,90.843613,6622500
2011-08-19,113.339996,116.269997,112.900002,113.120003,89.475212,7599100
2011-08-22,115.610001,115.629997,112.830002,113.120003,89.475212,4998800
2011-08-23,113.550003,116.940002,112.980003,116.830002,92.409744,6578300
2011-08-24,116.580002,118.650002,116.330002,118.510002,93.738564,4311700
2011-08-25,119.150002,119.800003,116.269997,116.660004,92.275291,4785300
2011-08-26,116.089996,118.910004,114.269997,118.419998,93.667389,5798600
2011-08-29,119.940002,121.849998,119.889999,121.790001,96.332985,3258700
2011-08-30,121.279999,122.860001,120.370003,122.040001,96.530716,3501200
2011-08-31,122.889999,123.949997,121.750000,122.639999,97.005310,4543000
2011-09-01,122.699997,123.820000,121.209999,121.389999,96.016594,2941800
2011-09-02,118.860001,119.480003,117.839996,118.220001,93.509178,2806300
2011-09-06,114.779999,117.550003,114.779999,117.389999,92.852661,4772700
2011-09-07,119.180000,120.760002,118.790001,120.680000,95.454979,2464800
2011-09-08,119.989998,121.360001,119.180000,119.449997,94.482086,4173500
2011-09-09,118.099998,118.489998,115.680000,116.260002,91.958870,5141100
2011-09-12,114.830002,117.150002,114.449997,117.059998,92.591660,4429900
2011-09-13,117.430000,118.580002,116.599998,118.010002,93.343086,4040800
2011-09-14,118.750000,121.190002,117.120003,119.669998,94.656059,3469800
2011-09-15,121.040001,121.879997,120.000000,121.830002,96.364616,3066000
2011-09-16,122.330002,123.000000,121.370003,122.550003,96.934074,4447600
2011-09-19,120.550003,121.980003,119.769997,121.360001,95.992851,4101900
2011-09-20,121.879997,123.040001,121.050003,121.220001,95.882088,2426100
2011-09-21,121.279999,121.639999,117.459999,117.459999,92.908020,6616000
2011-09-22,114.239998,115.209999,112.300003,113.870003,90.068428,8307100
2011-09-23,113.150002,115.139999,113.019997,114.410004,90.495552,5883800
2011-09-26,115.000000,116.769997,113.349998,116.589996,92.730507,4215200
2011-09-27,118.910004,119.930000,117.239998,117.910004,93.780373,4106300
2011-09-28,118.180000,118.860001,115.370003,115.459999,91.831757,2069600
2011-09-29,117.459999,118.010002,114.320000,116.470001,92.635063,3782600
2011-09-30,114.849998,115.820000,113.449997,113.690002,90.423996,4454800
2011-10-03,112.870003,114.320000,110.199997,110.260002,87.695923,4839200
2011-10-04,108.699997,112.970001,107.800003,112.559998,89.525215,5900000
2011-10-05,112.959999,115.089996,111.970001,114.800003,91.306824,3930300
2011-10-06,114.720001,117.029999,113.930000,116.900002,92.977089,3808100
2011-10-07,117.540001,117.639999,115.480003,116.070000,92.316933,3135400
2011-10-10,118.050003,120.000000,118.050003,119.980003,95.426758,1717800
2011-10-11,119.250000,120.410004,119.169998,120.080002,95.506279,1447800
2011-10-12,120.980003,122.529999,120.750000,121.070000,96.293686,3990200
2011-10-13,120.470001,121.269997,119.510002,120.870003,96.134651,1850400
2011-10-14,122.290001,123.000000,121.650002,122.940002,97.780998,3727400
2011-10-17,122.389999,122.470001,120.339996,120.660004,95.967575,3189800
2011-10-18,120.519997,123.930000,119.629997,123.059998,97.876465,8110200
2011-10-19,122.809998,123.480003,121.120003,121.510002,96.643677,5173900
2011-10-20,121.849998,122.489998,120.239998,122.089996,97.104958,2339300
2011-10-21,123.519997,124.519997,123.150002,124.330002,98.886574,4560300
2011-10-24,124.550003,126.220001,124.470001,125.949997,100.175026,4167600
2011-10-25,125.309998,125.349998,123.199997,123.500000,98.226425,5160000
2011-10-26,124.790001,125.190002,122.629997,124.750000,99.220596,4547300
2011-10-27,128.070007,129.850006,127.040001,129.059998,102.648582,5532900
2011-10-28,128.419998,129.270004,127.839996,129.050003,102.640633,3718900
2011-10-31,127.589996,127.690002,125.779999,125.800003,100.055725,5341200
2011-11-01,122.419998,123.919998,121.949997,122.459999,97.399261,18865300
2011-11-02,124.250000,124.820000,123.209999,124.389999,98.934273,4202300
2011-11-03,125.730003,126.919998,124.019997,126.660004,100.739738,3129800
2011-11-04,125.699997,126.110001,124.440002,125.879997,100.119362,2511900
2011-11-07,125.830002,126.809998,124.639999,126.650002,100.731773,2145300
2011-11-08,127.339996,128.440002,126.150002,128.300003,102.044136,5425400
2011-11-09,125.339996,125.889999,123.309998,123.570000,98.282112,4162000
2011-11-10,125.199997,125.360001,123.449997,124.769997,99.236534,4359200
2011-11-11,126.260002,127.430000,126.230003,127.099998,101.089714,1880400
2011-11-14,126.639999,126.779999,125.349998,125.879997,100.119362,2788600
2011-11-15,125.629997,127.169998,125.150002,126.580002,100.676117,2927000
2011-11-16,125.260002,126.750000,124.309998,124.480003,99.005882,5489700
2011-11-17,124.269997,124.570000,121.660004,122.500000,97.431068,5357200
2011-11-18,122.879997,123.120003,121.870003,122.339996,97.303802,2507200
2011-11-21,120.570000,120.730003,119.080002,120.050003,95.482445,4396000
2011-11-22,119.809998,120.480003,118.919998,119.570000,95.100670,3448400
2011-11-23,118.459999,118.580002,116.930000,116.930000,93.000946,4129100
2011-11-25,116.739998,118.059998,116.639999,116.639999,92.770294,1583100
2011-11-28,119.879997,120.559998,119.220001,120.040001,95.474503,3976400
2011-11-29,120.430000,121.250000,120.019997,120.470001,95.816505,3620000
2011-11-30,123.889999,125.629997,123.639999,125.400002,99.737587,5153700
2011-12-01,125.279999,126.059998,124.849998,125.360001,99.705780,3207900
2011-12-02,126.550003,126.930000,125.190002,125.339996,99.689888,4746100
2011-12-05,127.290001,127.610001,125.889999,126.629997,100.715881,5694700
2011-12-06,126.629997,127.540001,126.199997,126.699997,100.771545,3054600
2011-12-07,126.269997,127.680000,125.410004,127.099998,101.089714,4539300
2011-12-08,126.290001,126.599998,124.080002,124.410004,98.950188,3763300
2011-12-09,124.930000,126.790001,124.830002,126.459999,100.580681,2608800
2011-12-12,125.370003,125.400002,123.599998,124.639999,99.133141,2895600
2011-12-13,125.320000,125.989998,122.879997,123.489998,98.218452,4534400
2011-12-14,123.019997,123.430000,121.879997,122.129997,97.136787,3879700
2011-12-15,123.480003,123.599998,122.400002,122.589996,97.502655,5157900
2011-12-16,123.430000,124.120003,122.480003,122.779999,97.653778,6701800
2011-12-19,123.230003,123.500000,121.199997,121.480003,96.619804,4096100
2011-12-20,123.339996,125.309998,123.339996,125.120003,99.514893,5738100
2011-12-21,125.050003,125.559998,123.919998,125.320000,99.673958,4692700
2011-12-22,125.010002,125.809998,124.779999,125.800003,100.674309,2249200
